level,score_mode,metric,point,ci_low,ci_high,std,iterations
patient_top2_mean,ensemble_mse_l1,auroc,0.8940314469702141,0.8708713251271435,0.9164145173954142,0.011423001875351757,1000
patient_top2_mean,ensemble_mse_l1,accuracy,0.6014598540145986,0.5635036496350365,0.6394160583941606,0.018424217724338783,1000
patient_top2_mean,ensemble_mse_l1,precision,0.9918367346938776,0.9795918367346939,1.0,0.005581929511615303,1000
patient_top2_mean,ensemble_mse_l1,recall,0.4727626459143969,0.43080037671766197,0.5147347740667977,0.02160748972665591,1000
patient_top2_mean,ensemble_mse_l1,f1,0.6403162055335968,0.5994286462282887,0.6770191437453272,0.019955102759692138,1000
patient_top2_mean,ensemble_mse_l1,fpr,0.011695906432748537,0.0,0.029411764705882353,0.007974101584901902,1000
patient_top2_mean,ensemble_mse_retina,auroc,0.9165016952237923,0.8954840420353403,0.9358729166666666,0.01016356138908533,1000
patient_top2_mean,ensemble_mse_retina,accuracy,0.6233576642335766,0.5868613138686132,0.6583941605839416,0.01831402837427855,1000
patient_top2_mean,ensemble_mse_retina,precision,0.9961240310077519,0.9876504629629629,1.0,0.0037721391173222802,1000
patient_top2_mean,ensemble_mse_retina,recall,0.5,0.4583275139664804,0.5419144321992195,0.02200380833723838,1000
patient_top2_mean,ensemble_mse_retina,f1,0.6658031088082902,0.6279448049632746,0.7024351699045523,0.019603094592519073,1000
patient_top2_mean,ensemble_mse_retina,fpr,0.005847953216374269,0.0,0.018990365234217526,0.005685055092560184,1000
patient_top2_mean,ensemble_mse_l1_retina,auroc,0.9044189592008556,0.8810724519766767,0.9255180086777881,0.011132956679857779,1000
patient_top2_mean,ensemble_mse_l1_retina,accuracy,0.618978102189781,0.583941605839416,0.6525547445255474,0.01817317400119563,1000
patient_top2_mean,ensemble_mse_l1_retina,precision,0.9922178988326849,0.9794130615209047,1.0,0.005565462988571936,1000
patient_top2_mean,ensemble_mse_l1_retina,recall,0.4961089494163424,0.4577603143418468,0.5362142760264285,0.021580736716430328,1000
patient_top2_mean,ensemble_mse_l1_retina,f1,0.6614785992217899,0.6256375838926175,0.696720667398409,0.019278633209777768,1000
patient_top2_mean,ensemble_mse_l1_retina,fpr,0.011695906432748537,0.0,0.031254090314136125,0.008353709710916724,1000
patient_top2_mean,ensemble_all_base,auroc,0.9244772111862015,0.9050038707168844,0.9420037314149834,0.009647255138063951,1000
patient_top2_mean,ensemble_all_base,accuracy,0.6131386861313869,0.5751824817518248,0.6481751824817519,0.01892353105723997,1000
patient_top2_mean,ensemble_all_base,precision,1.0,1.0,1.0,0.0,1000
patient_top2_mean,ensemble_all_base,recall,0.48443579766536965,0.44167700370298335,0.5271656691186549,0.022036935021054443,1000
patient_top2_mean,ensemble_all_base,f1,0.6526867627785059,0.6127267092152991,0.6903843644382968,0.020018918226812437,1000
patient_top2_mean,ensemble_all_base,fpr,0.0,0.0,0.0,0.0,1000
